Эмодзи: 🥇, Идентификатор: :1st_place_medal:
Эмодзи: 👩🏼‍❤‍💋‍👨🏿, Идентификатор: :kiss_woman_man_medium-light_skin_tone_dark_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👨🏻, Идентификатор: :kiss_woman_man_medium-light_skin_tone_light_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👨🏻, Идентификатор: :kiss_woman_man_medium-light_skin_tone_light_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👨🏾, Идентификатор: :kiss_woman_man_medium-light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👨🏾, Идентификатор: :kiss_woman_man_medium-light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👨🏽, Идентификатор: :kiss_woman_man_medium-light_skin_tone_medium_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👨🏽, Идентификатор: :kiss_woman_man_medium-light_skin_tone_medium_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👨🏽, Идентификатор: :kiss_woman_man_medium_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👨🏽, Идентификатор: :kiss_woman_man_medium_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👨🏿, Идентификатор: :kiss_woman_man_medium_skin_tone_dark_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👨🏿, Идентификатор: :kiss_woman_man_medium_skin_tone_dark_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👨🏻, Идентификатор: :kiss_woman_man_medium_skin_tone_light_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👨🏻, Идентификатор: :kiss_woman_man_medium_skin_tone_light_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👨🏾, Идентификатор: :kiss_woman_man_medium_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👨🏾, Идентификатор: :kiss_woman_man_medium_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👨🏼, Идентификатор: :kiss_woman_man_medium_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👨🏼, Идентификатор: :kiss_woman_man_medium_skin_tone_medium-light_skin_tone:
Эмодзи: 👩‍❤️‍💋‍👩, Идентификатор: :kiss_woman_woman:
Эмодзи: 👩‍❤‍💋‍👩, Идентификатор: :kiss_woman_woman:
Эмодзи: 👩🏿‍❤️‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_dark_skin_tone:
Эмодзи: 👩🏿‍❤‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_dark_skin_tone:
Эмодзи: 👩🏿‍❤️‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_dark_skin_tone_light_skin_tone:
Эмодзи: 👩🏿‍❤‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_dark_skin_tone_light_skin_tone:
Эмодзи: 👩🏿‍❤️‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_dark_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏿‍❤‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_dark_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏿‍❤️‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_dark_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏿‍❤‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_dark_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏿‍❤️‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_dark_skin_tone_medium_skin_tone:
Эмодзи: 👩🏿‍❤‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_dark_skin_tone_medium_skin_tone:
Эмодзи: 👩🏻‍❤️‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_light_skin_tone:
Эмодзи: 👩🏻‍❤‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_light_skin_tone:
Эмодзи: 👩🏻‍❤️‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_light_skin_tone_dark_skin_tone:
Эмодзи: 👩🏻‍❤‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_light_skin_tone_dark_skin_tone:
Эмодзи: 👩🏻‍❤️‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏻‍❤‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏻‍❤️‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_light_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏻‍❤‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_light_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏻‍❤️‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_light_skin_tone_medium_skin_tone:
Эмодзи: 👩🏻‍❤‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_light_skin_tone_medium_skin_tone:
Эмодзи: 👩🏾‍❤️‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone:
Эмодзи: 👩🏾‍❤‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone:
Эмодзи: 👩🏾‍❤️‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_dark_skin_tone:
Эмодзи: 👩🏾‍❤‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_dark_skin_tone:
Эмодзи: 👩🏾‍❤️‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_light_skin_tone:
Эмодзи: 👩🏾‍❤‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_light_skin_tone:
Эмодзи: 👩🏾‍❤️‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏾‍❤‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏾‍❤️‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_medium_skin_tone:
Эмодзи: 👩🏾‍❤‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_medium-dark_skin_tone_medium_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_medium-light_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_medium-light_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_dark_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_dark_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_light_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_light_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏼‍❤️‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_medium_skin_tone:
Эмодзи: 👩🏼‍❤‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_medium-light_skin_tone_medium_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_medium_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👩🏽, Идентификатор: :kiss_woman_woman_medium_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_medium_skin_tone_dark_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👩🏿, Идентификатор: :kiss_woman_woman_medium_skin_tone_dark_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_medium_skin_tone_light_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👩🏻, Идентификатор: :kiss_woman_woman_medium_skin_tone_light_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_medium_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👩🏾, Идентификатор: :kiss_woman_woman_medium_skin_tone_medium-dark_skin_tone:
Эмодзи: 👩🏽‍❤️‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_medium_skin_tone_medium-light_skin_tone:
Эмодзи: 👩🏽‍❤‍💋‍👩🏼, Идентификатор: :kiss_woman_woman_medium_skin_tone_medium-light_skin_tone:
Эмодзи: 😽, Идентификатор: :kissing_cat:
Эмодзи: 😗, Идентификатор: :kissing_face:
Эмодзи: 😚, Идентификатор: :kissing_face_with_closed_eyes:
Эмодзи: 😙, Идентификатор: :kissing_face_with_smiling_eyes:
Эмодзи: 🔪, Идентификатор: :kitchen_knife:
Эмодзи: 🪁, Идентификатор: :kite:
Эмодзи: 🥝, Идентификатор: :kiwi_fruit:
Эмодзи: 🪢, Идентификатор: :knot:
Эмодзи: 🐨, Идентификатор: :koala:
Эмодзи: 🥼, Идентификатор: :lab_coat:
Эмодзи: 🏷️, Идентификатор: :label:
Эмодзи: 🏷, Идентификатор: :label:
Эмодзи: 🥍, Идентификатор: :lacrosse:
Эмодзи: 🪜, Идентификатор: :ladder:
Эмодзи: 🐞, Идентификатор: :lady_beetle:
Эмодзи: 💻, Идентификатор: :laptop:
Эмодзи: 🔷, Идентификатор: :large_blue_diamond:
Эмодзи: 🔶, Идентификатор: :large_orange_diamond:
Эмодзи: 🌗, Идентификатор: :last_quarter_moon:
Эмодзи: 🌜, Идентификатор: :last_quarter_moon_face:
Эмодзи: ⏮️, Идентификатор: :last_track_button:
Эмодзи: ⏮, Идентификатор: :last_track_button:
Эмодзи: ✝️, Идентификатор: :latin_cross:
Эмодзи: ✝, Идентификатор: :latin_cross:
Эмодзи: 🍃, Идентификатор: :leaf_fluttering_in_wind:
Эмодзи: 🪾, Идентификатор: :leafless_tree:
Эмодзи: 🥬, Идентификатор: :leafy_green:
Эмодзи: 📒, Идентификатор: :ledger:
Эмодзи: 🤛, Идентификатор: :left-facing_fist:
Эмодзи: 🤛🏿, Идентификатор: :left-facing_fist_dark_skin_tone:
Эмодзи: 🤛🏻, Идентификатор: :left-facing_fist_light_skin_tone:
Эмодзи: 🤛🏾, Идентификатор: :left-facing_fist_medium-dark_skin_tone:
Эмодзи: 🤛🏼, Идентификатор: :left-facing_fist_medium-light_skin_tone:
Эмодзи: 🤛🏽, Идентификатор: :left-facing_fist_medium_skin_tone:
Эмодзи: ↔️, Идентификатор: :left-right_arrow:
Эмодзи: ↔, Идентификатор: :left-right_arrow:
Эмодзи: ⬅️, Идентификатор: :left_arrow:
Эмодзи: ⬅, Идентификатор: :left_arrow:
Эмодзи: ↪️, Идентификатор: :left_arrow_curving_right:
Эмодзи: ↪, Идентификатор: :left_arrow_curving_right:
Эмодзи: 🛅, Идентификатор: :left_luggage:
Эмодзи: 🗨️, Идентификатор: :left_speech_bubble:
Эмодзи: 🗨, Идентификатор: :left_speech_bubble:
Эмодзи: 🫲, Идентификатор: :leftwards_hand:
Эмодзи: 🫲🏿, Идентификатор: :leftwards_hand_dark_skin_tone:
Эмодзи: 🫲🏻, Идентификатор: :leftwards_hand_light_skin_tone:
Эмодзи: 🫲🏾, Идентификатор: :leftwards_hand_medium-dark_skin_tone:
Эмодзи: 🫲🏼, Идентификатор: :leftwards_hand_medium-light_skin_tone:
Эмодзи: 🫲🏽, Идентификатор: :leftwards_hand_medium_skin_tone:
Эмодзи: 🫷, Идентификатор: :leftwards_pushing_hand:
Эмодзи: 🫷🏿, Идентификатор: :leftwards_pushing_hand_dark_skin_tone:
Эмодзи: 🫷🏻, Идентификатор: :leftwards_pushing_hand_light_skin_tone:
Эмодзи: 🫷🏾, Идентификатор: :leftwards_pushing_hand_medium-dark_skin_tone:
Эмодзи: 🫷🏼, Идентификатор: :leftwards_pushing_hand_medium-light_skin_tone:
Эмодзи: 🫷🏽, Идентификатор: :leftwards_pushing_hand_medium_skin_tone:
Эмодзи: 🦵, Идентификатор: :leg:
Эмодзи: 🦵🏿, Идентификатор: :leg_dark_skin_tone:
Эмодзи: 🦵🏻, Идентификатор: :leg_light_skin_tone:
Эмодзи: 🦵🏾, Идентификатор: :leg_medium-dark_skin_tone:
Эмодзи: 🦵🏼, Идентификатор: :leg_medium-light_skin_tone:
Эмодзи: 🦵🏽, Идентификатор: :leg_medium_skin_tone:
Эмодзи: 🍋, Идентификатор: :lemon:
Эмодзи: 🐆, Идентификатор: :leopard:
Эмодзи: 🎚️, Идентификатор: :level_slider:
Эмодзи: 🎚, Идентификатор: :level_slider:
Эмодзи: 🩵, Идентификатор: :light_blue_heart:
Эмодзи: 💡, Идентификатор: :light_bulb:
Эмодзи: 🚈, Идентификатор: :light_rail:
Эмодзи: 🏻, Идентификатор: :light_skin_tone:
Эмодзи: 🍋‍🟩, Идентификатор: :lime:
Эмодзи: 🔗, Идентификатор: :link:
Эмодзи: 🖇️, Идентификатор: :linked_paperclips:
Эмодзи: 🖇, Идентификатор: :linked_paperclips:
Эмодзи: 🦁, Идентификатор: :lion:
Эмодзи: 💄, Идентификатор: :lipstick:
Эмодзи: 🚮, Идентификатор: :litter_in_bin_sign:
Эмодзи: 🦎, Идентификатор: :lizard:
Эмодзи: 🦙, Идентификатор: :llama:
Эмодзи: 🦞, Идентификатор: :lobster:
Эмодзи: 🔒, Идентификатор: :locked:
Эмодзи: 🔐, Идентификатор: :locked_with_key:
Эмодзи: 🔏, Идентификатор: :locked_with_pen:
Эмодзи: 🚂, Идентификатор: :locomotive:
Эмодзи: 🍭, Идентификатор: :lollipop:
Эмодзи: 🪘, Идентификатор: :long_drum:
Эмодзи: 🧴, Идентификатор: :lotion_bottle:
Эмодзи: 🪷, Идентификатор: :lotus:
Эмодзи: 😭, Идентификатор: :loudly_crying_face:
Эмодзи: 📢, Идентификатор: :loudspeaker:
Эмодзи: 🤟, Идентификатор: :love-you_gesture:
Эмодзи: 🤟🏿, Идентификатор: :love-you_gesture_dark_skin_tone:
Эмодзи: 🤟🏻, Идентификатор: :love-you_gesture_light_skin_tone:
Эмодзи: 🤟🏾, Идентификатор: :love-you_gesture_medium-dark_skin_tone:
Эмодзи: 🤟🏼, Идентификатор: :love-you_gesture_medium-light_skin_tone:
Эмодзи: 🤟🏽, Идентификатор: :love-you_gesture_medium_skin_tone:
Эмодзи: 🏩, Идентификатор: :love_hotel:
Эмодзи: 💌, Идентификатор: :love_letter:
Эмодзи: 🪫, Идентификатор: :low_battery:
Эмодзи: 🧳, Идентификатор: :luggage:
Эмодзи: 🫁, Идентификатор: :lungs:
Эмодзи: 🤥, Идентификатор: :lying_face:
Эмодзи: 🧙, Идентификатор: :mage:
Эмодзи: 🧙🏿, Идентификатор: :mage_dark_skin_tone:
Эмодзи: 🧙🏻, Идентификатор: :mage_light_skin_tone:
Эмодзи: 🧙🏾, Идентификатор: :mage_medium-dark_skin_tone:
Эмодзи: 🧙🏼, Идентификатор: :mage_medium-light_skin_tone:
